ACC.NO.	AUTHOR	TITLE	ISBN	PUBLISHER	YEAR OF PUB.	PAGES	COST	BILL NO.	Category	SubCategory	Class no	Book no.
913	"Stine,R.L."	Goosebumps-Dont go to sleep	0-590-56891-4	Scholastic	1997	118	85		Fiction	Horror	823	STI-G
914	"Stine,R.L."	Goosebumps-Attack of the the Graveyard Ghouls	0-590-76783-6	Scholastic	1998	121	85		Fiction	Horror	823	STI-G
915	"Stine,R.L."	Goosebumps-The deadly experiments of Dr. Eek	0-590-67318-2	Scholastic	1996	129	85		Fiction	Horror	823	STI-G
916	"Stine,R.L."	Goosebumps-It came from the beneath the sink	0-590-48348-x	Scholastic	1995	112	85		Fiction	Horror	823	STI-G
917	"Stine,R.L."	Goosebumps-The headless ghost	0-590-56874-4	Scholastic	1995	113	85		Fiction	Horror	823	STI-G
918	"Stine,R.L."	Goosebumps-Revenge R Us	0-590-39994-2	Scholastic	1998	117	85		Fiction	Horror	823	STI-G
919	"Stine,R.L."	Goosebumps-Beware of the purple peanut butter	0-590-67320-3	Scholastic	1996	135	85		Fiction	Horror	823	STI-G
920	"Stine,R.L."	Goosebumps-Invasion of the body squeezers-1	0-590-39991-8	Scholastic	1998	120	85		Fiction	Horror	823	STI-G
921	"Stine,R.L."	"Goosebumps-Tick Tock,Youre dead!"	0-590-56645-8	Scholastic	1995	135	85		Fiction	Horror	823	STI-G
922	"Stine,R.L."	Goosebumps-Go eat worms!	0-590-47743-9	Scholastic	1994	119	85		Fiction	Horror	823	STI-G
923	"Stine,R.L."	Goosebumps-Full moon fever	0-590-68530-9	Scholastic	1999	121	85		Fiction	Horror	823	STI-G
924	"Stine,R.L."	Goosebumps-Slappys nightmare	0-590-68535-x	Scholastic	1999	112	85		Fiction	Horror	823	STI-G
925	"Stine,R.L."	Goosebumps-Calling all creeps!	0-590-56887-6	Scholastic	1996	116	85		Fiction	Horror	823	STI-G
926	"Stine,R.L."	Goosebumps-How to kill a monster	0-590-56883-3	Scholastic	1996	112	85		Fiction	Horror	823	STI-G
927	"Stine,R.L."	Goosebumps-Ghost in the mirror	0-439-13535-4	Scholastic	2000	110	85		Fiction	Horror	823	STI-G
928	"Stine,R.L."	Goosebumps-Revenge of the lawn gnomes	0-590-48346-3	Scholastic	1995	119	85		Fiction	Horror	823	STI-G
929	"Stine,R.L."	Goosebumps-The beast from the east	0-590-56880-9	Scholastic	1996	118	85		Fiction	Horror	823	STI-G
930	"Stine,R.L."	Goosebumps-Stay out of the basement	0-590-45366-1	Scholastic	1992	122	85		Fiction	Horror	823	STI-G
931	"Stine,R.L."	Goosebumps-Beware the snowman	0-590-56888-4	Scholastic	1997	113	85		Fiction	Horror	823	STI-G
932	"Stine,R.L."	Goosebumps-Monster blood-3	0-590-48347-1	Scholastic	1995	126	85		Fiction	Horror	823	STI-G
933	"Stine,R.L."	Goosebumps-Ghost camp	0-590-56882-5	Scholastic	1996	118	85		Fiction	Horror	823	STI-G
934	"Stine,R.L."	Goosebumps-How I got my shrunken head	0-590-56876-0	Scholastic	1996	119	85		Fiction	Horror	823	STI-G
935	"Stine,R.L."	Goosebumps-My hairiest adventure	0-590-48350-1	Scholastic	1994	122	85		Fiction	Horror	823	STI-G
936	"Stine,R.L."	Goosebumps-Are you terrified yet?	0-590-39996-9	Scholastic	1998	112	85		Fiction	Horror	823	STI-G
937	"Stine,R.L."	Goosebumps-Chicken-Chicken	0-590-56890-6	Scholastic	1997	112	85		Fiction	Horror	823	STI-G
938	"Stine,R.L."	Goosebumps-Monster blood-4	0-590-39987-x	Scholastic	1997	118	85		Fiction	Horror	823	STI-G
939	"Stine,R.L."	Goosebumps-The horror at camp Jellyjam	0-590-48345-5	Scholastic	1995	128	85		Fiction	Horror	823	STI-G
940	"Stine,R.L."	Goosebumps-Werewolf skin	0-590-39053-8	Scholastic	1997	125	85		Fiction	Horror	823	STI-G
941	"Stine,R.L."	Goosebumps-Welcome to camp slither	0-439-91877-4	Scholastic	2009	133	85		Fiction	Horror	823	STI-G
942	"Stine,R.L."	Goosebumps-Graphix-Creepy creatures	0-43984125-9	Scholastic	2008	139	195		Fiction	Horror	823	STI-G
943	"Stine,R.L."	Goosebumps-Graphix-Terror trips	0-439-85780-5	Scholastic	2009	139	195		Fiction	Horror	823	STI-G
944	"Stine,R.L."	Goosebumps-Scary summer	0-439-85782-1	Scholastic	2009	135	195		Fiction	Horror	823	STI-G
945	"Stine,R.L."	Ghost of fear street-Hide & Shriek-2	0-307-24900-x	A Goldkey Paperback	1998	111	85		Fiction	Horror	823	STI-G
946	"Stine,R.L."	Ghost of fear street-Escape of the beast	0-307-24904-2	A Goldkey Paperback	1998	111	85		Fiction	Horror	823	STI-G
947	"Stine,R.L."	Ghost of fear street-I was a sixth grade Zombie	0-307-24901-8	A Goldkey Paperback	1998	117	85		Fiction	Horror	823	STI-G
948	"Stine,R.L."	Ghost of fear street-The talk of the blue monkey	0-307-24902-6	A Goldkey Paperback	1998	112	85		Fiction	Horror	823	STI-G
949	"Torrey,Michele"	The case of the Graveyard ghost	0-525-46893-5	"Dutton Children,s Book"	2002	84	175		Fiction	Horror	823	TOR-C
950	"West,Cathy"	Jacki Chan Adventures-Jades secret power	0-448-42650-1	Grosset & Dunlop	2001	51	85		Fiction	Adventure	823	WES-J
951	"Coelho,Paulo"	The winner stands alone	978-0-00-7318681	Harper Collins	2008	373	325		Fiction	Mystery	823	COE-W
952	"Simon,Francesca"	A helping of Horrid Henry	1-84255-042-x	Dolphin Press	2003	270	100		Fiction	_	823	SIM-H
953	"Steinbeck,John"	The grapes of Wrath	0-14-118506-6	Penguin Books	1992	476	250		Fiction	Classic	823	STE-G
954	"Tolstoy,Leo"	War & Peace	81-87981-75-x	Indialog Pub.	2004	1111	295		Fiction	Classic	823	TON-W
955	"Singh,Khuswant"	I shall not hear the nightiangle	-	Penguin Books	2004	271	295		Fiction	_	823	SIN-I
956	"Tan,Amy"	The Joy luck club	0-8041-0630-4	IVY books	1995	337	250		Fiction	_	823	TAN-J
957	"Toffler,Alvin"	Future shock	0-553-27737-5	Bantam books	1990	561	250		Fiction	_	823	TOF-F
958	"Duffey,Betsy"	How to be cool in third grade	0-14-130466-9	Puffin Books	1993	69	85		Fiction	Adventure	823	DUF-H
959	"Krulik,Nancy"	"Katie Kazoo,Switcheroo-No messin with my lesson"	0-448-43357-5	Grosset & Dunlop	2004	75	85		Fiction	Adventure	823	KRU-K
960	"Krulik,Nancy"	"Katie Kazoo,Quiet on the set!"	0-448-43214-5	Grosset & Dunlop	2003	77	85		Fiction	Adventure	823	KRU-K
961	"Williams,Tennessee"	The glass menagerrie	0-14-010639-1	Penguin Books	1988	92	291		Fiction	Drama	822	WIL-G
962	"Theroux,Paul"	The great railway Bazaar:By train through Asia	0-140-24980-x	Penguin Books	1975	379	200		Fiction	Travel	916	THE-G
963	"West,Tracey"	Scream shop: Day of the dead	0-448-43360-5	Grosset & Dunlop	2004	142	75		Fiction	Mystery	823	WES-S
964	"Breaux,Shane"	Roller coaster Tycoon-Pick your path! Sudden turn	0-448-42863-6	Grosset & Dunlop	2002	118	75		Fiction	_	823	BRE-R
965	"Toles,Tom"	My school is worse than yours	0-14-130358-1	Puffin Books	1999	71	75		Fiction	Humour	823	TOL-M
966	"Witcher,Geraldine"	The Picnic	0-86201-552-9	Scipture Union	1989	62	75		Fiction	_	823	WIT-P
967	"Tharoor,Shashi"	Riot-A Novel	0-14-303090-6	Penguin Books	2003	272	225		Fiction	Mystery	823	THA-R
968	"Letti,Ken"	Zenda and the gazing ball	0-448-43223-4	Grosset & Dunlap	2004	134	184		Fiction	_	823	LET-Z
969	"Wilde,Oscar"	The importance of being earnest	0-14-062172-5	Penguin Books	1994	67	87		Fiction	Classic	823	WIL-I
970	"alexander,Lloyd"	The begger queen	0-14-131070-7	Firebird Fantasy	2002	237	184		Fiction	Adventure	823	ALE-B
971	"Krishna,Vinita"	A Boy and his dream: Three stories from childhood of AbdulKalam	81-7655-457-x	Scholastic	2006	39	65		Fiction	Stories	823	KRI-B
972	"Lal,Anupa"	Birbal the clever courtier	81-7655-815-x	Scholastic	2007	98	100		Fiction	Stories	823	LAL-B
973	"Shakespeare,W."	Shakespeare illustrated stories for children	81-7963-019-6	Shree Book Centre	2004	248	325		Fiction	Stories	823	SHA-S
974	"Shakespeare,W."	Best of Shakespeare	81-7963-294-6	Shree Book Centre	2006	_	195		Fiction	Stories	823	SHA-B
975	"Shakespeare,W."	Tales from Shakespeare	81-7862-646-2	Sterling	2006	_	195		Fiction	Stories	823	SHA-T
976	Dumas Alexandre	The man in the iron mask	81-89930-09-5	Saddleback Pub.	2006	61	95		Fiction	Comic	823	DUM-M
977	"Twain,Mark"	The adventure of Huckleberry finn	81-89930-06-0	Saddleback Pub.	2006	61	95		Fiction	Comic	823	TWA-A
978	"Shelly , Mary"	Frankenstine	81-902962-9-9	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHE-F
979	"Swift,Jonathan"	Gullivers travels	81-89930-12-5	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SWI-G
980	"Sewell , Anna"	Black Beauty	81-902962-5-6	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SEW-B
981	"Stoker,Bram"	Dracula	81-902962-8-0	Saddleback Pub.	2006	61	95		Fiction	Comic	823	STO-D
982	"Stoker,Bram"	Dracula	81-902962-8-0	Saddleback Pub.	2006	61	95		Fiction	Comic	823	STO-D
983	"London,Jack"	The call of the wild	81-902962-6-4	Saddleback Pub.	2006	61	95		Fiction	Comic	823	LON-C
984	"Bronte , Charlotte"	The call of the wild	81-902962-6-4	Saddleback Pub.	2006	61	95		Fiction	Comic	823	LON-C
985	"Bronte , Charlotte"	Jane Eyre	81-89903-10-9	Saddleback Pub.	2006	61	95		Fiction	Comic	823	BRO-J
986	"Verne,Jules"	Jane Eyre	81-89903-10-9	Saddleback Pub.	2006	61	95		Fiction	Comic	823	BRO-J
987	"Verne,Jules"	Around the world in eighty days	81-89930-01-x	Saddleback Pub.	2006	61	95		Fiction	Comic	823	VER-A
988	"Verne,Jules"	Around the world in eighty days	81-89930-01-x	Saddleback Pub.	2006	61	95		Fiction	Comic	823	VER-A
989	"Verne,Jules"	Journey to the centre of the earth	81-89930-02-8	Saddleback Pub.	2006	61	95		Fiction	Comic	823	VER-J
990	"Verne,Jules"	Journey to the centre of the earth	81-89930-02-8	Saddleback Pub.	2006	61	95		Fiction	Comic	823	VER-J
991	"Verne,Jules"	"20,000 leagues under the sea"	81-89930-00-1	Saddleback Pub.	2006	61	95		Fiction	Comic	823	VER-T
992	"Melville,Herman"	Moby Dick	81-89930-04-4	Saddleback Pub.	2006	61	95		Fiction	Comic	823	MEL-M
993	"Melville,Herman"	Moby Dick	81-89930-04-4	Saddleback Pub.	2006	61	95		Fiction	Comic	823	MEL-M
994	"Dickens,Charles"	A Tale of two cities	81-902962-4-8	Saddleback Pub.	2006	61	95		Fiction	Comic	823	DIC-T
995	"Dickens,Charles"	A Tale of two cities	81-902962-4-8	Saddleback Pub.	2006	61	95		Fiction	Comic	823	DIC-T
996	"Doyle,Arthur Conan"	The great adventures of Sherlock Holmes	81-89930-13-3	Saddleback Pub.	2006	61	95		Fiction	Comic	823	DOI-G
997	"Doyle,Arthur Conan"	The great adventures of Sherlock Holmes	81-89930-13-3	Saddleback Pub.	2006	61	95		Fiction	Comic	823	DOI-G
998	"Wells,H.G."	The invisible man	81-89930-07-9	Saddleback Pub.	2006	61	95		Fiction	Comic	823	WEL-I
999	"Wells,H.G."	The war of the world	81-89930-03-6	Saddleback Pub.	2006	61	95		Fiction	Comic	823	WEL-W
1000	"Wells,H.G."	The war of the world	81-89930-03-6	Saddleback Pub.	2006	61	95		Fiction	Comic	823	WEL-W
1001	"Wells,H.G."	The time machine	81-89930-08-7	Saddleback Pub.	2006	61	95		Fiction	Comic	823	WEL-T
1002	"Stevenson,Robert Louis"	Treasure island	81-89930-11-0	Saddleback Pub.	2006	61	95		Fiction	Comic	823	STE-T
1003	"Stevenson,Robert Louis"	Kidnapped	81-89930-05-2	Saddleback Pub.	2006	61	95		Fiction	Comic	823	STE-K
1004	"Stevenson,Robert Louis"	Kidnapped	81-89930-05-2	Saddleback Pub.	2006	61	95		Fiction	Comic	823	STE-K
1005	"Stevenson,Robert Louis"	Dr.Jekyll & Mr. Hyde	81-902962-7-2	Saddleback Pub.	2006	61	95		Fiction	Comic	823	STE-D
1006	"Stevenson,Robert Louis"	Dr.Jekyll & Mr. Hyde	81-902962-7-2	Saddleback Pub.	2006	61	95		Fiction	Comic	823	STE-D
1007	"Stevenson,Robert Louis"	Treasure island	81-89930-11-0	Saddleback Pub.	2006	61	95		Fiction	Comic	823	STE-T
1008	"Shakespeare,W."	Twelfth night	978-81-89930-15	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHA-T
1009	"Shakespeare,W."	Taming of the shrew	978-81-89930-74	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHA-T
1010	"Shakespeare,W."	Taming of the shrew	978-81-89930-74	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHA-T
1011	"Shakespeare,W."	Julius Caesar	978-81-89930-19-6	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHA-J
1012	"Shakespeare,W."	Julius Caesar	978-81-89930-19-6	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHA-J
1013	"Shakespeare,W."	Twelfth night	978-81-89930-15	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHA-T
1014	"Shakespeare,W."	Macbeth	978-81-89930-17-2	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHA-M
1015	"Shakespeare,W."	Macbeth	978-81-89930-17-2	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHA-M
1016	"Shakespeare,W."	The Tempest	978-81-89930-18-9	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHA-T
1017	"Shakespeare,W."	The Tempest	978-81-89930-18-9	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHA-T
1018	"Shakespeare,W."	King Lear	978-81-89930-16-5	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SHA-K
1019	"Shakespeare,W."	Romeo and Juliet	81-7963-352-7	Shree Book Centre	2007	16	30		Fiction	Stories	823.08	SHA-R
1020	"Shakespeare,W."	Othello	81-7963-350-0	Shree Book Centre	2007	16	30		Fiction	Stories	823.08	SHA-O
1021	"Shakespeare,W."	King Lear	81-7963-345-4	Shree Book Centre	2007	16	30		Fiction	Stories	823.08	SHA-K
1022	"Shakespeare,W."	A midsummer nights dream	81-7963-348-9	Shree Book Centre	2007	16	30		Fiction	Stories	823.08	SHA-M
1023	"Shakespeare,W."	Richard-3	81-7963-351-9	Shree Book Centre	2007	16	30		Fiction	Stories	823.08	SHA-R
1024	"Shakespeare,W."	The merchant of Venice	81-7963-3470	Shree Book Centre	2007	16	30		Fiction	Stories	823.08	SHA-N
1025	"Shakespeare,W."	The Tempest	81-7963-355-1	Shree Book Centre	2007	16	30		Fiction	Stories	823.08	SHA-T
1026	"Shakespeare,W."	Hamlet	81-7963-342-x	Shree Book Centre	2007	16	30		Fiction	Stories	823.08	SHA-H
1027	"Shakespeare,W."	Twelfth night	81-7963-356-x	Shree Book Centre	2007	16	30		Fiction	Stories	823.08	SHA-T
1028	"Shakespeare,W."	As you like it	81-7963-341-1	Shree Book Centre	2007	16	30		Fiction	Stories	823.08	SHA-A
1029	"Shakespeare,W."	Henry-V	81-7963-343-8	Shree Book Centre	2007	16	30		Fiction	Stories	823.08	SHA-H
1030	"Johns,W.E."	Biggles-super squadron	978-81-286-1477-4	Euro Books	2007	_	450		Fiction	Comic	823.08	JOH-B
1031	"Defoe , Daniel"	Robinson Crusoe	0-19-561007-5	Oxford U.Press	2007	80	62		Fiction	Classic JUN.	823.08	DEF-R
1032	"Wilde,Oscar"	Five tales	0-19-561025-3	Oxford U.Press	2007	61	68		Fiction	Classic JUN.	823.08	WIL-F
1033	"Verne,Jules"	Journey to the centre of the earth	0-19-560772-4	Oxford U.Press	2007	74	53		Fiction	Classic JUN.	823.08	VER-J
1034	"Kipling,Rudyard"	Jungle book stories	0-19-561642-1	Oxford U.Press	2007	65	53		Fiction	Classic JUN.	823.08	KIP-J
1035	"Holmes,Sherlock"	Sherlock Holmes-six short stories	0-19-562457-2	Oxford U.Press	2008	87	73		Fiction	Classic JUN.	823.08	HOL-S
1036	"Henty,George Alfred"	Joan of Arc+Won by the sword	0-19-563652-x	Oxford U.Press	2007	84	50		Fiction	Classic JUN.	823.08	HAN-J
1037	"Haggard,H.Rider"	King Solomons Mines	0-19-560770-8	Oxford U.Press	2007	84	59		Fiction	Classic JUN.	823.08	HAG-K
1038	"Wilde,Oscar"	Five tales	0-19-561025-3	Oxford U.Press	2007	65	63		Fiction	Classic JUN.	823.08	WIL-F
1039	_	Tales of crime & detection	0-19-561004-0	Oxford U.Press	2007	83	62		Fiction	Classic JUN.	823.08	OXF-T
1040	"Austen,Jane"	Pride and Prejudice	0-19-560769-4	Oxford U.Press	2008	92	62		Fiction	Classic JUN.	823.08	AUS-P
1041	"Doyle,Arthur Conan"	The hound of the Baskervilles	0-19-562475-0	Oxford U.Press	2007	140	59		Fiction	Classic JUN.	823.08	DOY-H
1042	"Kipling,Rudyard"	KIM	0-19-561936-6	Oxford U.Press	2007	130	72		Fiction	Classic JUN.	823.08	KIP-K
1043	"Stevenson,Robert Louis"	The strange case Dr. Jekyll & Mr. Hyde	0-19-560768-6	Oxford U.Press	2008	50	53		Fiction	Classic JUN.	823.08	STE-S
1044	"Dickens,Charles"	David Copperfield	0-19-562480-7	Oxford U.Press	2007	141	70		Fiction	Classic JUN.	823.08	DIC-D
1045	"Dickens,Charles"	Great expectations	0-19-561011-3	Oxford U.Press	2007	127	67		Fiction	Classic JUN.	823.08	DIC-G
1046	_	Tales of crime & detection	0-19-561004-0	Oxford U.Press	2007	83	57		Fiction	Classic JUN.	823.08	OXF-T
1047	"Alcott,M.Louis"	Little Women	0-19-560702-3	Oxford U.Press	2007	93	53		Fiction	Classic JUN.	823.08	ALC-L
1048	"Carroll,Lewis"	Alices adventures in wonderland	0-19-560701-5	Oxford U.Press	2007	60	48		Fiction	Classic JUN.	823.08	CAR-A
1049	"Dickens,Charles"	Great expectations	0-19-561011-3	Oxford U.Press	2007	127	72		Fiction	Classic JUN.	823.08	DIC-G
1050	"Dickens,Charles"	A Tale of two cities	0-19-561005-9	Oxford U.Press	2007	120	53		Fiction	Classic JUN.	823.08	DIC-A
1051	"Horsburgh,David"	The Ramayana	0-19-560652-3	Oxford U.Press	2006	25	48		Fiction	Myths	377	HOR-R
1052	"Akinyemi,Rowena"	Under the moon	0-19-567801-x	Oxford U.Press	2006	53	38		Fiction	Classic JUN.	823	AKI-U
1053	Burnett frances hodgson	A little princess	0-19-567799-4	Oxford U.Press	2006	53	38		Fiction	Classic JUN.	823	BOR-L
1054	"Vicary,Tim"	The elephant man	0-19-567800-1	Oxford U.Press	2006	53	38		Fiction	Classic JUN.	823	VIC-E
1055	"Vicary,Tim"	Grace darling	0-19-567803-6	Oxford U.Press	2006	53	38		Fiction	Classic JUN.	823	VIC-G
1056	"Kipling,Rudyard"	The Jungle book	0-19-567804-4	Oxford U.Press	2006	53	38		Fiction	Classic JUN.	823	KIP-J
1057	"Wright,Reg"	Ear rings from Frankfurt	0-19-567802-8	Oxford U.Press	2006	53	38		Fiction	Classic JUN.	823	WRI-E
1058	"Stevenson,Robert Louis"	Kidnapped	0-19-568653-5	Oxford U.Press	2006	69	42		Fiction	Classic JUN.	823	STE-K
1059	"Nesbit, E."	The railway children	0-19-567806-0	Oxford U.Press	2006	69	42		Fiction	Classic JUN.	823	NES-R
1060	"Buchan,John"	The thirty nine steps	0-19-567809-5	Oxford U.Press	2006	85	45		Fiction	Classic JUN.	823	BUC-T
1061	"James,Henry"	Washington square	0-19-567810-9	Oxford U.Press	2006	84	45		Fiction	Classic JUN.	823	JAM-W
1062	"Jerome,Jerome K."	Three men in a boat	0-19-567808-7	Oxford U.Press	2006	101	45		Fiction	Classic JUN.	823	JER-T
1063	"Stevenson,Robert Louis"	Treasure island	0-19-561017-2	Oxford U.Press	2008	166	76		Fiction	Classic JUN.	823	STE-T
1064	"Stevenson,Robert Louis"	Treasure island	0-19-561017-2	Oxford U.Press	2008	166	76		Fiction	Classic JUN.	823	STE-T
1065	"Bronte , Charlotte"	Wuthering Heights	0-14036699-6	Puffin Classics	1994	412	174		Fiction	Classic JUN.	823	BRO-W
1066	"Faber,Adele"	How to talk so kids can learn at home and in school	978-1-85340-701	Piccadilly Press	2003	272	295		Self help	_	150	FAB-H
1067	"Nesbit, E."	The enchanted castle	0-14-036743-8	Puffin Books	2004	291	174		Fiction	Classic JUN.	823	NES-E
1068	"Verne,Jules"	"20,000 leagues under the sea"	81-89930-00-1	Saddleback Pub.	2006	61	95		Fiction	Comic	823	VER-T
1069	"Swift,Jonathan"	Gullivers travels	81-89930-12-5	Saddleback Pub.	2006	61	95		Fiction	Comic	823	SWI-G
1070	"Austen,Jane"	Pride and Prejudice	81-250-2457-3	Orient Longman	2007	136	50		Fiction	Classic JUN.	823	AUS-P
1071	"Austen,Jane"	Pride and Prejudice	81-250-2457-3	Orient Longman	2007	136	50		Fiction	Classic JUN.	823	AUS-P
1072	"Austen,Jane"	Pride and Prejudice	81-250-2457-3	Orient Longman	2007	136	50		Fiction	Classic JUN.	823	AUS-P
1073	"Dickens,Charles"	Great expectations	81-250-2299-6	Orient Longman	2006	143	49		Fiction	Classic JUN.	823	DIC-G
1074	"Dickens,Charles"	Great expectations	81-250-2299-6	Orient Longman	2006	143	49		Fiction	Classic JUN.	823	DIC-G
1075	"Dickens,Charles"	Great expectations	81-250-2299-6	Orient Longman	2006	143	49		Fiction	Classic JUN.	823	DIC-G
1076	"Austen,Jane"	Pride and Prejudice	81-250-2457-3	Orient Longman	2007	136	50		Fiction	Classic JUN.	823	AUS-P
1077	"London,Jack"	The call of the wild	81-250-1995-2	Orient Longman	2007	59	42		Fiction	Classic JUN.	823	LON-C
1078	"Bronte , Charlotte"	Jane Eyre	81-250-2659-2	Orient Longman	2007	159	62		Fiction	Classic JUN.	823	BRO-J
1079	"Mulgaokar,Kumud"	More tales from the Arabian nights	978-81-250-2556-6	Orient Longman	2007	74	44		Fiction	Stories	823.08	MUL-M
1080	"Horsburgh,Nicholas"	The beaten gate & other stories	0-19-567372-7	Oxford U.Press	2007	64	54		Fiction	Stories	823.08	HOR-B
1081	"Grahame,Kenneth"	The wind in the willows	0-439-22456-x	Scholastic	2002	147	85		Fiction	Classic JUN.	823	GRA-W
1082	"Hoffman,E.T.A."	The nutcracker	0-439-435616	Scholastic	2004	98	85		Fiction	Classic JUN.	823	HOF-N
1083	"Stephens,Sarah Hines"	Beauty & the beast & other stories	0-439-44605-8	Scholastic	2002	74	85		Fiction	Stories	823.08	STE-B
1084	"Baum,L..Frank"	the wizard of oz	0-439-23641-x	Scholastic	1990	156	85		Fiction	Classic JUN.	823	BAU-W
1085	"Thompson,LISA"	Diving for the Ghost Galleon	81-7693-261-2	BPI India Pvt. Ltd.	2006	76	50		Fiction	Mystery	823	THO-D
1086	"ONeill,Katrina"	Racing for the Birdman	81-7693-259-0	BPI India Pvt. Ltd.	2006	76	50		Fiction	Mystery	823	OLE-R
1087	"ONeill,Katrina"	Decoding the Mayan Marvels	81-7693-255-8	BPI India Pvt. Ltd.	2006	76	50		Fiction	Mystery	823	OLE-R
1088	"Gool,Van"	White Fang	81-7693-216-7	Creations for Children	_	56	95		Fiction	Classic JUN.	823	GOO-W
1089	"Gool,Van"	Robinson Crusoe	81-7693-214-0	Creations for Children	_	56	95		Fiction	Classic JUN.	823	GOO-R
1090	"Gool,Van"	Tom Sawyer	81-7693-210-8	Creations for Children	_	56	95		Fiction	Classic JUN.	823	GOO-T
1091	"Gool,Van"	Treasure island	81-7693-215-9	Creations for Children	_	56	95		Fiction	Classic JUN.	823	GOO-T
1092	"Gool,Van"	Pocahontas	81-7693-212-4	Creations for Children	_	56	95		Fiction	Classic JUN.	823	GOO-P
1093	"Gool,Van"	Heidi	81-7693-217-2	Creations for Children	_	56	95		Fiction	Classic JUN.	823	GOO-H
1094	"Gool,Van"	Robinson Crusoe	81-7693-214-0	Creations for Children	_	56	95		Fiction	Classic JUN.	823	GOO-R
1095	"Gool,Van"	Robin Hood	81-7693-215-4	Creations for Children	_	56	95		Fiction	Classic JUN.	823	GOO-R
1096	"Austen,Jane"	Emma	81-241-0975-3	Har Anand Pub.	_	88	30		Fiction	Classic JUN.	823	AUS-E
1097	"Maurier,Daphne Du"	Rebecca	81-241-0997-4	Har Anand Pub.	_	148	35		Fiction	Classic JUN.	823	MAV-R
1098	"Hardy,Thomas"	Far from the madding crowd	81-241-0978-8	Har Anand Pub.	_	108	30		Fiction	Classic JUN.	823	HAR-F
1099	"Wyss,Johann"	The swiss familly Robinson	81-241-0657-6	Har Anand Pub.	_	88	25		Fiction	Classic JUN.	823	WIS-S
1100	Disney	Detective Mickey- The first case	-	Egmont Imagination	1996	93	80		Fiction	Mystery	823	DIS-D
1101	"Coolidge,Susan"	What Katy Did	0 -14 -036697 -0	Puffin Classics	2004	211	174		Fiction	Classics	823	COO-W
